z,vz,Rcyl,phi,vRcyl,vphi,age,mass,feh,oh,ch,mgh,ofe,cfe,mgfe,IsMigratorInt
-0.216,-40.9,1.946,87.818,95.134,283.268,1.202,8281.896,0.156,0.624,0.538,0.375,0.467,0.382,0.219,0
-0.051,-139.727,0.554,206.656,-23.377,192.152,0.996,9022.911,0.286,0.723,0.684,0.456,0.437,0.397,0.17,0
-0.043,217.837,0.468,122.283,-15.31,256.296,6.311,5790.68,-0.122,0.327,0.23,0.141,0.449,0.352,0.263,0
-0.114,-95.604,0.271,176.42,165.164,204.263,7.248,4718.789,-0.282,0.146,0.048,-0.02,0.427,0.329,0.262,0
0.026,-41.986,0.625,295.193,107.46,194.472,2.044,6136.803,0.124,0.591,0.494,0.35,0.467,0.371,0.227,0
-0.028,63.186,0.276,186.848,105.465,170.372,8.187,5396.574,-0.46,-0.006,-0.145,-0.166,0.454,0.315,0.294,0
-0.128,-74.831,0.66,79.312,-74.753,197.863,5.192,5722.563,-0.078,0.378,0.234,0.186,0.455,0.312,0.264,0
-0.231,-30.194,2.029,86.57,-69.176,180.647,2.666,8726.753,0.222,0.682,0.592,0.44,0.46,0.37,0.218,0
-0.032,-25.613,5.133,142.345,-65.398,275.711,0.071,8597.75,0.12,0.594,0.503,0.345,0.474,0.383,0.225,1
-0.199,95.765,7.801,5.679,93.118,187.331,4.053,8046.582,-0.033,0.421,0.291,0.215,0.454,0.323,0.248,0
0.26,91.032,4.874,62.948,110.026,124.696,6.813,4664.518,-0.296,0.139,-0.017,-0.029,0.435,0.279,0.267,1
-0.379,7.719,5.55,85.764,-3.454,160.021,1.11,8331.197,0.122,0.588,0.493,0.345,0.466,0.371,0.223,1
-0.225,77.484,0.648,312.055,-34.139,226.83,10.705,5114.243,-0.98,-0.467,-0.76,-0.637,0.514,0.221,0.344,0
-0.145,31.294,0.618,298.138,-108.438,234.371,6.324,5077.021,-0.147,0.256,0.12,0.081,0.403,0.267,0.228,0
-0.38,-135.524,3.228,68.493,59.087,251.629,3.564,8246.417,0.013,0.468,0.337,0.256,0.455,0.324,0.243,0
-0.111,15.082,1.331,227.341,-48.751,97.675,4.343,4873.04,0.041,0.486,0.354,0.277,0.445,0.313,0.236,0
0.091,177.737,0.313,147.457,-157.624,343.46,1.307,7245.112,0.209,0.667,0.601,0.411,0.458,0.392,0.201,0
-0.201,-103.979,5.963,154.467,114.831,255.93,2.356,7178.441,-0.033,0.424,0.299,0.207,0.457,0.331,0.24,1
-0.201,-114.893,0.752,9.366,-104.31,86.203,4.148,5021.629,0.062,0.518,0.411,0.298,0.456,0.348,0.236,0
-0.3,11.323,6.989,228.128,70.808,202.469,1.111,11556.055,0.117,0.587,0.492,0.343,0.47,0.375,0.226,1
-0.256,44.123,1.343,33.439,-126.574,144.951,3.165,6030.49,0.179,0.628,0.554,0.387,0.449,0.375,0.208,0
0.022,-64.705,3.863,11.471,-127.063,179.9,2.456,5613.208,0.003,0.459,0.337,0.237,0.456,0.334,0.234,1
0.232,10.148,3.013,276.2,139.147,181.673,0.602,8632.986,0.196,0.662,0.594,0.405,0.466,0.398,0.208,0
0.143,-166.619,2.519,304.415,-108.702,205.644,8.121,6019.434,-0.413,-0.016,-0.148,-0.175,0.397,0.265,0.238,0
-0.292,-21.291,6.74,211.5,150.518,163.569,2.061,5648.62,0.004,0.466,0.338,0.244,0.462,0.334,0.24,1
0.459,-149.381,1.321,180.102,170.283,5.347,8.86,4599.828,-0.594,-0.119,-0.308,-0.28,0.475,0.287,0.314,0
0.088,3.391,0.337,306.405,272.609,300.484,6.391,5770.715,-0.135,0.322,0.162,0.143,0.456,0.297,0.278,0
0.229,24.111,0.517,251.604,-162.832,20.285,4.543,5864.432,0.125,0.573,0.45,0.357,0.448,0.325,0.232,0
-0.44,-10.148,1.768,30.3,-107.752,236.664,4.94,7577.071,-0.009,0.442,0.303,0.243,0.45,0.311,0.252,0
-0.481,71.589,0.753,72.092,-18.839,-237.946,8.885,5791.365,-0.541,-0.109,-0.325,-0.272,0.433,0.216,0.27,0
-0.301,-92.779,5.679,306.86,199.629,240.917,1.73,4864.923,0.096,0.561,0.455,0.325,0.466,0.36,0.229,0
0.394,-267.304,1.424,321.472,-83.788,211.841,6.867,5533.032,-0.347,0.089,-0.074,-0.077,0.437,0.274,0.27,0
-0.476,6.438,6.335,44.408,-52.842,299.856,2.561,9726.368,-0.035,0.428,0.293,0.213,0.463,0.328,0.248,1
-0.161,128.719,0.57,240.396,234.294,-104.296,8.767,5003.429,-0.534,-0.079,-0.284,-0.24,0.456,0.25,0.294,0
0.349,248.308,0.54,340.386,9.003,165.538,8.618,6216.649,-0.465,-0.009,-0.161,-0.168,0.457,0.305,0.297,0
0.334,-118.623,0.241,148.598,-18.061,-76.175,6.706,6278.466,-0.06,0.291,0.211,0.117,0.351,0.271,0.177,0
0.389,-45.656,6.88,352.943,16.895,173.582,1.397,6874.126,0.057,0.525,0.409,0.293,0.469,0.352,0.237,0
0.114,-177.108,1.365,161.696,141.296,104.107,7.126,4893.503,-0.321,0.135,-0.039,-0.031,0.456,0.282,0.29,0
-0.155,207.52,0.621,293.231,-235.187,298.709,6.302,6939.794,-0.177,0.293,0.123,0.116,0.47,0.3,0.293,0
-0.157,-130.109,8.294,190.851,-13.759,149.742,4.346,5302.052,-0.155,0.309,0.143,0.118,0.464,0.298,0.273,0
0.047,10.986,3.352,284.072,-8.153,157.212,1.169,9320.101,0.223,0.673,0.616,0.414,0.45,0.393,0.191,1
-0.416,9.414,1.135,113.938,86.477,160.966,10.271,4415.025,-0.865,-0.376,-0.645,-0.544,0.489,0.221,0.322,0
-0.156,-1.323,0.701,45.235,162.391,106.619,8.378,4889.681,-0.579,-0.125,-0.329,-0.288,0.454,0.25,0.291,0
-0.447,60.892,4.494,36.306,-78.317,113.255,7.006,6318.391,-0.299,0.127,-0.023,-0.04,0.426,0.276,0.258,0
-0.206,124.664,1.553,27.09,29.951,94.725,10.275,4809.043,-0.79,-0.287,-0.567,-0.455,0.503,0.223,0.335,0
-0.254,26.521,5.95,198.704,-89.835,71.961,7.401,4720.085,-0.353,0.099,-0.071,-0.066,0.452,0.282,0.288,1
0.091,3.887,3.732,191.455,-60.504,190.981,7.64,5601.335,-0.455,0.008,-0.208,-0.156,0.462,0.247,0.298,0
0.289,-55.869,1.442,217.862,160.853,22.277,7.707,5487.521,-0.457,-0.015,-0.191,-0.177,0.442,0.266,0.28,0
-0.048,113.788,1.154,103.637,-2.189,56.888,4.388,6227.809,0.11,0.54,0.466,0.316,0.431,0.357,0.206,0
-0.017,3.397,1.757,282.45,20.449,375.373,6.354,4723.728,-0.252,0.193,0.027,0.021,0.444,0.279,0.273,1
-0.352,130.848,0.28,175.201,133.286,56.972,7.781,6106.968,-0.416,0.028,-0.127,-0.133,0.444,0.289,0.283,0
0.238,-128.566,2.598,197.916,132.359,136.663,8.161,6744.613,-0.521,-0.051,-0.272,-0.214,0.47,0.249,0.306,0
-0.207,-27.456,2.543,17.706,97.693,233.958,2.301,5365.341,0.054,0.52,0.417,0.287,0.466,0.363,0.233,0
-0.403,43.6,3.164,261.333,25.615,116.77,4.845,5140.51,-0.143,0.305,0.159,0.115,0.448,0.302,0.257,0
0.057,95.011,1.577,268.756,149.94,265.736,2.139,8353.269,0.109,0.563,0.457,0.327,0.453,0.348,0.218,0
-0.024,135.009,0.635,304.903,80.756,138.524,4.594,7010.566,0.095,0.54,0.439,0.322,0.445,0.344,0.227,0
0.362,172.585,0.657,237.433,-122.046,38.479,4.542,5071.209,0.069,0.534,0.411,0.319,0.465,0.342,0.25,0
-0.219,-13.556,5.114,53.677,-110.055,264.624,0.675,6258.395,0.085,0.553,0.452,0.312,0.469,0.367,0.228,1
-0.151,26.081,1.603,215.504,55.708,220.658,3.643,9716.184,0.157,0.6,0.517,0.366,0.442,0.36,0.209,0
-0.259,137.227,4.962,283.482,72.608,172.623,7.027,4574.458,-0.357,0.079,-0.092,-0.087,0.436,0.265,0.271,0
0.012,-39.299,0.931,343.47,-88.159,87.602,5.371,5440.49,0.011,0.426,0.344,0.222,0.415,0.333,0.21,0
0.163,-215.492,7.33,73.583,121.837,39.741,10.585,4589.45,-0.787,-0.317,-0.565,-0.485,0.47,0.223,0.302,1
-0.262,-0.34,6.633,333.004,35.358,176.395,4.877,6284.257,0.003,0.455,0.313,0.255,0.452,0.309,0.252,1
-0.024,132.51,0.466,255.432,11.811,254.561,4.235,5065.455,0.109,0.549,0.457,0.326,0.44,0.348,0.218,0
0.015,56.875,0.308,272.222,24.771,182.98,2.438,4942.82,0.155,0.619,0.528,0.377,0.464,0.373,0.223,0
0.338,28.491,0.788,285.705,-22.56,166.751,5.937,4992.864,-0.093,0.34,0.257,0.15,0.433,0.35,0.243,0
0.222,78.928,0.276,333.73,272.287,-23.742,6.622,5306.679,-0.246,0.19,0.023,0.02,0.436,0.269,0.266,0
0.117,-49.899,0.906,89.768,67.445,232.72,0.344,7893.868,0.336,0.773,0.759,0.493,0.437,0.423,0.157,0
0.006,225.798,0.348,180.241,210.551,124.789,6.301,5874.771,-0.245,0.201,0.038,0.028,0.447,0.283,0.273,0
-0.174,-84.298,0.891,312.339,-6.382,204.9,5.214,6677.359,0.052,0.481,0.401,0.273,0.429,0.35,0.221,0
0.019,-207.927,0.322,181.232,220.591,178.098,5.547,4858.448,-0.121,0.327,0.181,0.142,0.448,0.302,0.263,0
-0.035,-116.746,6.864,339.174,8.431,195.314,4.387,11311.303,-0.208,0.248,0.078,0.061,0.456,0.286,0.269,0
-0.176,2.92,1.517,255.864,273.566,174.314,8.989,4465.524,-0.558,-0.088,-0.325,-0.252,0.47,0.233,0.306,0
-0.368,25.938,0.872,218.466,-75.811,121.338,8.395,4690.713,-0.478,-0.01,-0.167,-0.172,0.468,0.311,0.306,0
0.258,257.017,3.519,140.263,-114.038,257.919,4.355,5707.976,-0.171,0.284,0.131,0.093,0.455,0.302,0.264,1
0.382,84.456,1.503,42.122,-70.032,-191.57,5.786,5650.506,-0.34,0.111,-0.077,-0.063,0.451,0.263,0.277,0
-0.282,-118.557,1.051,221.358,-240.675,2.975,9.245,4668.678,-0.664,-0.184,-0.442,-0.349,0.48,0.222,0.315,0
-0.23,112.502,3.125,89.869,-0.651,-4.527,9.108,5613.087,-0.504,-0.025,-0.259,-0.189,0.48,0.245,0.316,0
0.141,-67.12,4.36,48.695,-107.641,200.723,4.221,6737.599,-0.126,0.331,0.17,0.138,0.457,0.296,0.263,0
0.303,-90.663,2.69,340.993,-35.837,314.296,8.997,4975.442,-0.49,-0.083,-0.273,-0.245,0.407,0.218,0.246,0
-0.424,-87.776,8.459,76.857,-9.369,229.673,3.898,4911.844,-0.215,0.241,0.085,0.048,0.456,0.3,0.263,0
-0.064,47.22,2.342,341.651,-290.574,57.443,9.746,4699.948,-0.632,-0.182,-0.407,-0.346,0.45,0.226,0.286,0
-0.217,-201.728,0.499,127.329,-298.965,216.98,9.093,4408.667,-0.62,-0.145,-0.378,-0.309,0.474,0.242,0.311,1
0.255,-107.012,1.209,12.991,156.357,342.229,4.104,5477.734,-0.08,0.374,0.218,0.177,0.454,0.297,0.256,0
-0.258,-132.085,0.274,43.914,136.404,-129.394,8.58,6479.522,-0.519,-0.043,-0.246,-0.205,0.477,0.273,0.314,0
0.007,192.308,0.413,81.994,-143.366,-145.59,9.35,6841.179,-0.511,-0.029,-0.276,-0.193,0.481,0.235,0.317,0
-0.085,-74.596,4.557,84.155,-127.295,250.122,3.311,5277.72,-0.076,0.388,0.251,0.181,0.464,0.326,0.257,0
0.044,-43.839,1.102,345.054,40.53,-20.01,6.31,6073.038,-0.166,0.272,0.17,0.09,0.438,0.336,0.256,0
-0.195,-51.771,0.28,246.666,-42.79,63.459,3.838,5792.905,0.19,0.626,0.567,0.387,0.435,0.377,0.197,0
0.058,5.435,6.588,253.688,27.946,198.753,6.457,4863.495,-0.25,0.203,0.028,0.032,0.453,0.278,0.282,1
-0.053,3.242,3.481,224.967,-49.627,10.843,6.457,8938.17,-0.297,0.145,-0.033,-0.024,0.443,0.264,0.273,0
-0.217,41.629,1.917,198.006,-209.75,181.051,3.918,5698.309,-0.046,0.403,0.264,0.2,0.449,0.31,0.246,0
0.209,-22.266,0.327,240.239,-30.289,-27.935,6.408,6095.275,-0.208,0.231,0.074,0.057,0.439,0.283,0.266,0
-0.065,-57.617,5.596,105.699,-104.337,172.767,3.831,4778.971,-0.106,0.347,0.195,0.148,0.453,0.301,0.254,0
-0.259,122.31,1.868,209.334,39.704,264.391,7.4,5258.226,-0.244,0.145,0.021,-0.018,0.389,0.265,0.226,0
0.3,45.895,6.948,89.505,-111.795,256.805,2.606,6939.507,-0.136,0.326,0.166,0.122,0.462,0.302,0.258,0
-0.443,37.501,3.83,251.419,-123.839,-42.067,10.278,4443.532,-0.902,-0.412,-0.707,-0.582,0.49,0.195,0.32,0
0.094,116.145,2.323,207.249,-43.65,141.838,2.486,4585.024,0.072,0.535,0.429,0.303,0.462,0.357,0.231,0
0.488,45.001,7.493,344.979,78.991,133.788,2.152,11393.03,-0.028,0.437,0.311,0.218,0.465,0.339,0.247,1
0.312,15.856,0.424,288.883,144.641,83.0,4.767,5151.438,0.053,0.514,0.407,0.3,0.461,0.354,0.247,0
0.157,255.689,0.238,78.592,29.219,-84.925,7.52,5110.39,-0.347,0.088,-0.066,-0.075,0.435,0.281,0.272,0
-0.298,-32.561,5.712,323.315,63.868,207.072,5.816,4687.294,-0.245,0.216,0.035,0.039,0.461,0.281,0.284,0
-0.119,80.281,0.499,273.075,-177.182,102.873,6.194,5331.836,-0.17,0.273,0.126,0.097,0.443,0.296,0.266,0
0.378,-48.162,1.003,218.778,83.537,-257.079,6.302,6597.385,-0.221,0.231,0.077,0.055,0.453,0.298,0.276,0
0.209,-203.837,0.521,120.038,105.971,-164.305,9.562,4906.656,-0.567,-0.099,-0.313,-0.261,0.468,0.254,0.306,0
0.148,62.659,1.777,49.618,-62.516,173.725,9.427,5176.237,-0.496,-0.019,-0.2,-0.18,0.476,0.296,0.316,0
-0.109,-15.086,0.63,46.244,10.757,307.845,1.589,5967.347,0.245,0.701,0.649,0.438,0.456,0.405,0.194,0
-0.09,74.298,4.682,356.392,-205.783,165.43,5.265,5208.705,-0.122,0.33,0.177,0.143,0.452,0.299,0.265,0
-0.014,10.496,6.534,93.981,-1.033,258.424,0.101,8570.205,0.173,0.639,0.565,0.383,0.466,0.392,0.21,0
0.173,21.91,4.226,31.653,75.688,219.892,3.75,7466.28,0.075,0.518,0.409,0.298,0.443,0.334,0.223,0
0.203,-95.121,1.566,103.014,-236.812,-89.752,6.269,5293.024,-0.216,0.23,0.073,0.055,0.446,0.289,0.272,0
0.165,65.687,7.848,94.206,50.9,-43.345,9.724,4860.657,-0.595,-0.155,-0.384,-0.318,0.44,0.211,0.276,0
-0.02,-18.008,0.525,314.586,-215.913,93.282,0.348,7288.688,0.368,0.798,0.789,0.514,0.43,0.422,0.147,0
0.133,-35.117,1.536,243.813,114.296,225.402,0.651,10452.984,0.272,0.724,0.681,0.456,0.451,0.408,0.184,0
0.422,-80.877,1.299,294.571,99.214,89.254,5.656,5744.333,-0.117,0.314,0.199,0.129,0.431,0.316,0.245,0
-0.161,56.731,0.408,352.187,-164.801,225.804,3.546,8338.099,0.143,0.584,0.489,0.356,0.441,0.345,0.212,0
-0.212,-47.18,1.654,40.608,-62.782,293.92,1.349,8486.666,0.213,0.666,0.605,0.409,0.454,0.393,0.197,0
0.147,23.723,0.437,276.461,112.2,184.941,4.354,6981.423,0.097,0.546,0.45,0.324,0.449,0.353,0.227,0
0.302,-77.796,1.286,239.185,24.401,-0.307,11.274,4822.555,-1.172,-0.664,-1.015,-0.837,0.508,0.157,0.335,0
0.246,-259.53,0.643,44.127,-36.203,231.5,8.006,5145.684,-0.524,-0.066,-0.288,-0.229,0.458,0.236,0.295,0
0.499,42.386,3.797,128.968,23.174,130.024,5.341,6689.366,-0.114,0.332,0.182,0.146,0.446,0.296,0.26,0
0.274,112.641,2.408,111.356,-36.244,86.66,7.721,4238.602,-0.447,-0.025,-0.192,-0.187,0.422,0.255,0.26,1
0.286,-62.773,2.046,342.675,37.119,199.547,2.349,8559.949,0.117,0.572,0.478,0.333,0.455,0.362,0.217,0
0.465,20.458,2.54,83.39,-120.405,-129.217,12.251,4959.662,-1.851,-1.294,-1.685,-1.469,0.557,0.167,0.383,0
-0.284,-30.594,8.793,323.927,192.274,286.082,3.35,7900.066,-0.084,0.367,0.223,0.164,0.451,0.307,0.248,0
-0.47,3.842,0.968,185.43,125.483,82.017,7.406,5358.968,-0.343,0.12,-0.026,-0.045,0.464,0.317,0.298,0
0.359,76.951,1.8,106.757,-111.356,201.136,2.607,7097.781,0.06,0.523,0.413,0.294,0.463,0.353,0.235,0
-0.014,-13.33,4.982,210.387,-168.939,184.096,5.501,4855.088,-0.293,0.153,-0.023,-0.024,0.446,0.27,0.27,0
0.232,-60.18,4.476,308.458,70.479,162.132,1.653,6099.237,0.099,0.565,0.459,0.328,0.466,0.36,0.229,0
0.43,202.46,3.341,87.195,140.447,-21.077,10.74,6368.561,-1.158,-0.655,-0.963,-0.827,0.503,0.195,0.331,1
-0.199,-46.068,1.102,108.011,103.564,155.902,4.268,12287.271,0.158,0.576,0.522,0.343,0.418,0.364,0.185,0
-0.323,-4.651,2.77,119.144,135.724,303.04,4.036,8555.922,-0.039,0.418,0.268,0.216,0.458,0.307,0.255,1
0.277,-25.46,1.593,119.789,-51.945,210.136,4.129,4507.515,0.016,0.471,0.351,0.259,0.455,0.335,0.243,0
-0.308,47.681,6.749,7.89,-122.546,114.253,6.438,6112.464,-0.243,0.183,0.033,0.012,0.426,0.276,0.255,1
0.103,-7.642,6.99,197.912,73.762,236.165,4.975,4507.239,-0.212,0.243,0.077,0.059,0.455,0.289,0.271,0
-0.482,-106.561,0.519,329.849,71.612,-68.529,8.614,5026.971,-0.512,-0.061,-0.182,-0.219,0.451,0.33,0.293,0
-0.02,-474.898,0.506,49.113,-31.573,-37.552,8.739,6602.673,-0.436,0.051,-0.205,-0.114,0.487,0.231,0.322,0
0.263,175.444,2.429,97.895,75.272,204.156,5.172,9331.388,-0.107,0.339,0.188,0.151,0.445,0.295,0.257,0
0.044,5.419,9.346,111.111,50.077,203.21,0.038,9272.709,0.152,0.62,0.539,0.367,0.468,0.387,0.215,1
0.093,-195.92,0.634,137.088,-188.588,-69.966,8.189,5586.329,-0.481,-0.014,-0.212,-0.176,0.467,0.268,0.304,0
0.33,139.744,1.603,279.193,7.221,59.587,7.64,4333.502,-0.352,0.01,-0.133,-0.152,0.362,0.22,0.2,0
0.058,-97.449,0.125,30.869,7.657,-62.504,11.695,5178.819,-1.851,-1.325,-1.624,-1.498,0.526,0.227,0.352,0
0.225,107.909,1.858,323.82,66.079,228.736,2.33,5802.77,0.039,0.509,0.392,0.281,0.47,0.353,0.242,0
-0.238,-15.958,6.508,117.251,-108.223,201.713,0.562,7388.685,0.141,0.609,0.521,0.361,0.468,0.38,0.22,0
0.121,46.628,0.932,131.066,-136.886,135.416,0.856,8074.045,0.278,0.731,0.693,0.462,0.453,0.415,0.183,0
0.12,-47.361,0.139,255.419,-33.26,-292.054,8.186,6672.796,-0.384,0.044,-0.084,-0.115,0.428,0.3,0.269,0
0.062,39.628,2.937,157.083,-96.698,291.924,4.981,9451.359,-0.13,0.324,0.157,0.136,0.454,0.288,0.267,0
0.428,-50.282,6.614,137.434,-90.388,270.827,2.886,7781.744,-0.041,0.417,0.292,0.202,0.458,0.333,0.243,0
-0.255,-57.068,0.467,265.439,-118.054,204.792,6.785,6100.016,-0.317,0.135,-0.039,-0.033,0.452,0.278,0.284,0
0.259,27.921,4.716,303.277,9.429,219.573,0.25,7278.111,0.174,0.636,0.559,0.382,0.463,0.386,0.209,0
-0.411,199.405,2.664,240.506,-150.669,95.83,8.564,5821.495,-0.481,-0.014,-0.204,-0.176,0.466,0.276,0.304,0
-0.213,197.944,0.979,343.666,334.294,108.088,7.08,6317.242,-0.208,0.259,0.093,0.089,0.467,0.301,0.297,1
-0.259,-323.435,1.159,37.26,-3.339,-58.211,8.177,4930.732,-0.568,-0.105,-0.321,-0.268,0.463,0.247,0.3,0
0.111,69.383,2.85,278.351,-69.602,237.16,2.472,5976.221,0.062,0.525,0.407,0.297,0.463,0.345,0.235,0
-0.126,53.424,0.604,343.363,-175.232,51.315,8.574,5624.628,-0.461,0.013,-0.21,-0.15,0.474,0.251,0.311,0
-0.401,19.973,0.269,275.63,-157.04,214.482,8.185,6486.494,-0.411,0.011,-0.13,-0.149,0.422,0.281,0.262,0
-0.11,83.488,2.668,121.102,-259.629,-80.766,9.012,5012.213,-0.597,-0.13,-0.345,-0.292,0.467,0.252,0.305,0
-0.479,-101.942,1.032,272.361,-32.352,-212.971,10.774,4997.87,-0.992,-0.485,-0.786,-0.655,0.507,0.206,0.336,0
-0.013,-22.114,1.883,45.279,-2.95,238.951,0.082,8324.561,0.28,0.728,0.689,0.457,0.447,0.409,0.176,0
0.33,144.691,1.077,80.12,271.834,28.182,8.396,4297.357,-0.493,-0.046,-0.2,-0.207,0.447,0.294,0.287,0
0.197,27.558,1.364,21.48,-128.737,212.415,2.852,7385.899,0.147,0.599,0.517,0.361,0.452,0.37,0.214,0
-0.002,121.671,0.577,260.261,-116.575,206.314,6.793,4860.858,-0.283,0.137,-0.0,-0.031,0.42,0.283,0.252,0
-0.269,93.276,2.263,153.607,170.922,150.047,5.194,6132.993,-0.072,0.363,0.236,0.172,0.435,0.309,0.244,0
-0.285,-42.911,3.223,149.518,157.984,150.551,4.05,6230.498,-0.113,0.345,0.203,0.146,0.458,0.316,0.259,0
0.374,41.771,8.758,296.288,52.68,159.957,1.848,11723.245,-0.02,0.447,0.309,0.228,0.467,0.329,0.248,0
-0.125,-26.527,2.917,64.134,109.099,208.375,1.403,8523.565,0.169,0.634,0.549,0.385,0.465,0.38,0.216,0
0.275,15.53,0.043,331.249,-129.939,156.114,2.682,8545.206,0.129,0.582,0.496,0.344,0.453,0.368,0.216,0
0.116,-6.117,2.633,204.115,3.118,236.167,0.702,10114.148,0.235,0.689,0.627,0.43,0.454,0.392,0.195,0
0.025,-6.567,0.599,336.163,-117.32,155.99,3.525,6227.666,0.188,0.626,0.563,0.385,0.438,0.375,0.197,0
0.156,-36.017,2.447,255.694,146.399,221.687,2.963,10694.309,0.055,0.512,0.401,0.288,0.456,0.346,0.232,0
-0.136,-38.393,1.685,113.235,291.996,294.367,8.734,5272.564,-0.464,0.019,-0.247,-0.146,0.483,0.217,0.317,1
-0.269,110.555,0.301,280.596,434.161,-6.097,9.455,5131.537,-0.554,-0.095,-0.313,-0.258,0.458,0.241,0.296,1
0.087,-8.381,2.161,338.34,45.395,239.315,0.112,4332.188,0.263,0.716,0.67,0.448,0.453,0.407,0.185,0
-0.009,-2.836,2.376,168.894,-28.205,244.497,0.063,8753.614,0.266,0.72,0.678,0.45,0.454,0.412,0.184,0
-0.253,13.992,0.162,304.251,150.202,-264.362,6.023,4661.047,-0.146,0.318,0.205,0.131,0.463,0.351,0.277,0
-0.225,-156.197,1.103,63.219,-110.729,2.239,8.495,6119.424,-0.515,-0.049,-0.277,-0.213,0.466,0.237,0.302,0
-0.228,24.775,7.379,352.22,7.821,176.876,3.865,5626.822,-0.075,0.372,0.231,0.17,0.447,0.306,0.245,1
-0.056,-157.066,0.497,259.726,141.079,60.102,5.709,6252.224,-0.095,0.352,0.23,0.164,0.447,0.325,0.26,0
0.388,28.842,1.849,77.071,84.912,380.387,5.018,5205.687,-0.157,0.288,0.134,0.102,0.445,0.291,0.259,1
-0.393,-215.618,3.247,323.737,-92.403,-0.52,11.785,4566.798,-1.673,-1.159,-1.551,-1.334,0.514,0.122,0.339,0
-0.234,-47.12,8.77,204.321,28.861,242.543,2.142,9051.443,-0.016,0.447,0.31,0.229,0.462,0.326,0.245,1
0.177,-1.81,3.605,269.602,84.949,240.566,2.814,10255.595,0.058,0.512,0.396,0.288,0.454,0.338,0.23,0
0.061,136.868,1.626,108.917,-152.807,-127.605,7.105,5649.294,-0.331,0.11,-0.048,-0.055,0.442,0.283,0.276,0
0.286,14.198,0.717,248.962,-24.02,-55.862,7.782,6366.711,-0.395,0.042,-0.054,-0.118,0.437,0.341,0.277,0
-0.001,-295.248,0.302,104.183,198.893,253.587,9.123,5711.512,-0.544,-0.059,-0.224,-0.218,0.485,0.32,0.326,0
0.41,2.743,1.159,237.023,-10.759,131.839,4.983,6587.699,0.047,0.481,0.387,0.272,0.435,0.34,0.225,0
0.07,-10.269,0.512,221.266,102.359,-124.252,6.316,7573.562,-0.111,0.32,0.187,0.14,0.431,0.298,0.251,0
-0.424,-29.421,2.536,45.568,-133.33,161.329,6.591,5011.583,-0.301,0.154,-0.035,-0.015,0.455,0.265,0.285,0
-0.09,204.433,8.081,87.06,-7.119,106.039,5.178,4808.685,-0.165,0.289,0.115,0.106,0.454,0.28,0.271,1
0.018,-8.781,8.441,111.389,-42.369,179.671,10.909,4604.456,-1.154,-0.686,-0.987,-0.859,0.468,0.167,0.295,1
-0.127,97.874,0.213,120.479,139.406,-54.018,0.77,7913.167,0.343,0.781,0.749,0.507,0.437,0.406,0.164,0
0.14,-4.867,0.227,76.165,-38.166,415.092,7.099,4493.451,-0.193,0.181,0.03,0.014,0.374,0.222,0.207,0
0.461,-121.896,0.415,183.72,-107.763,123.275,5.786,5984.885,-0.083,0.343,0.208,0.159,0.426,0.291,0.242,0
0.073,207.883,0.295,288.061,-115.62,-299.242,9.4,5830.963,-0.485,-0.021,-0.222,-0.182,0.464,0.263,0.303,0
-0.108,-143.154,0.513,133.93,206.365,220.402,6.205,5178.97,-0.102,0.298,0.197,0.12,0.4,0.298,0.222,0
0.399,141.09,0.438,176.181,140.408,-86.578,8.613,5259.093,-0.553,-0.08,-0.293,-0.243,0.472,0.26,0.31,0
0.482,-26.432,3.972,200.388,-12.207,235.389,5.217,7118.612,-0.25,0.196,0.024,0.015,0.446,0.274,0.265,0
-0.25,17.889,2.922,320.708,14.125,270.787,5.61,4380.764,-0.193,0.243,0.086,0.063,0.436,0.279,0.256,0
0.092,-220.366,0.216,181.336,296.109,-144.453,7.412,8314.806,-0.04,0.224,0.163,0.063,0.265,0.203,0.103,0
0.416,-169.496,1.503,345.495,-119.336,230.386,4.439,5911.631,0.029,0.48,0.359,0.27,0.452,0.33,0.241,0
-0.189,-11.561,4.587,118.514,74.565,246.516,3.379,9553.496,0.114,0.56,0.463,0.331,0.446,0.35,0.218,1
0.043,7.504,1.03,105.904,184.384,223.775,6.302,5938.15,-0.206,0.258,0.097,0.082,0.464,0.303,0.288,0
-0.378,-205.075,0.701,273.704,86.225,81.667,8.395,14164.826,-0.484,-0.023,-0.142,-0.181,0.462,0.343,0.304,0
0.27,-463.326,0.306,209.93,-11.109,173.095,6.301,6996.63,-0.216,0.242,0.141,0.063,0.458,0.357,0.279,0
-0.065,-10.786,0.57,353.342,-66.834,208.191,9.308,5684.956,-0.517,-0.063,-0.283,-0.226,0.454,0.234,0.292,0
0.006,-136.13,6.773,53.144,232.358,110.663,10.335,4897.541,-0.855,-0.373,-0.632,-0.541,0.482,0.224,0.314,0
0.205,-144.059,1.034,298.071,163.878,143.655,6.32,5101.67,-0.248,0.194,0.02,0.023,0.441,0.268,0.27,0
0.201,-52.407,1.001,153.531,114.702,237.18,4.304,5410.905,0.055,0.501,0.386,0.287,0.446,0.331,0.232,0
-0.022,-57.299,0.331,99.901,-157.93,200.177,2.448,8109.589,0.183,0.643,0.566,0.396,0.459,0.382,0.213,0
-0.126,-4.265,2.699,1.563,-98.738,278.707,0.705,8401.168,0.196,0.654,0.588,0.398,0.458,0.392,0.202,0
